loan_id,applicant_name,age,gender,income,employment_type,credit_score,loan_amount,loan_purpose,application_date,approval_status
LN0579,Brittany Estrada,31,Male,194214,Salaried,526,1543589,Medical,2025-07-03,Approved
LN0580,Joe Carrillo,44,Male,386295,Self-employed,791,1020663,Medical,2024-01-09,Approved
LN0581,Angela Jenkins,40,Female,319234,Salaried,383,1815367,Education,2024-06-23,Rejected
LN0582,Brenda Fuller,29,Male,168010,Self-employed,378,1575521,Business,2023-09-22,Rejected
LN0583,Janice Brady,53,Male,456058,Salaried,714,1663129,Home Improvement,2024-08-19,Approved
LN0584,Luke Dickerson,23,Female,314934,Self-employed,783,1421344,Personal,2025-07-03,Approved
LN0585,Christy Santos,35,Female,100192,Salaried,822,239905,Medical,2024-06-26,Approved
LN0586,Albert Smith,21,Male,474586,Unemployed,469,1637976,Home Improvement,2024-03-19,Approved
LN0587,Jennifer Barron,31,Male,326934,Unemployed,449,1593335,Medical,2025-05-17,Rejected
LN0588,Austin Faulkner,23,Male,429230,Salaried,364,604397,Education,2025-06-28,Approved
LN0589,Anthony Morales,34,Female,233472,Salaried,765,1898748,Business,2025-01-04,Approved
LN0590,Alison Hopkins,41,Male,398960,Unemployed,580,1800854,Education,2025-03-14,Rejected
LN0591,Curtis Patrick,57,Male,227478,Self-employed,674,1282451,Business,2025-02-02,Approved
LN0592,Jason Hatfield,45,Male,300727,Salaried,653,1071022,Medical,2024-11-29,Rejected
LN0593,Robert Smith,21,Male,260633,Salaried,378,1129071,Education,2025-02-06,Approved
LN0594,Vickie Norris,32,Male,219909,Self-employed,421,1436447,Personal,2024-11-22,Rejected
LN0595,Jacob Davis,42,Male,282453,Self-employed,790,491878,Home Improvement,2024-04-19,Approved
LN0596,Yvette Collier,47,Male,157753,Salaried,464,332536,Home Improvement,2024-06-16,Approved
LN0597,Helen Moore,57,Male,59313,Salaried,484,1133474,Medical,2023-09-12,Rejected
LN0598,Amanda Nguyen,57,Male,490591,Self-employed,590,229827,Personal,2025-03-04,Rejected
LN0599,Angela Francis,51,Female,119426,Salaried,720,1310050,Personal,2025-04-21,Rejected
LN0600,Melissa Bowen,32,Female,117934,Self-employed,650,1984312,Medical,2024-08-26,Approved
LN0601,David Davis,25,Male,228291,Salaried,411,84734,Personal,2024-09-23,Rejected
LN0602,Jessica Franco,53,Female,463331,Salaried,398,422081,Medical,2024-09-04,Rejected
LN0603,Kristina Richards,59,Male,490195,Self-employed,815,1627861,Business,2024-10-15,Approved
LN0604,Jessica Morris,29,Male,436255,Self-employed,741,1144806,Medical,2024-09-11,Approved
LN0605,Andrea George,23,Female,150316,Unemployed,793,1705818,Medical,2024-06-08,Rejected
LN0606,David Moran,57,Male,253078,Salaried,788,1656122,Personal,2024-03-23,Rejected
LN0607,Elizabeth Ortega,26,Female,343677,Self-employed,718,590656,Personal,2025-01-07,Approved
LN0608,Kathryn Schroeder,21,Male,302504,Salaried,510,1492351,Education,2024-08-11,Rejected
LN0609,Laura Sanchez,27,Male,253384,Self-employed,559,597991,Home Improvement,2025-06-04,Rejected
LN0610,Jeffrey Clark,44,Female,386833,Salaried,508,916602,Home Improvement,2024-10-29,Rejected
LN0611,Dawn Burke,51,Male,224098,Salaried,795,582210,Education,2025-04-27,Approved
LN0612,Kirsten Page,46,Male,478265,Self-employed,421,1618280,Personal,2025-02-26,Rejected
LN0613,Anthony Bishop,31,Male,142437,Salaried,646,1729512,Home Improvement,2025-06-24,Approved
LN0614,Lori Ponce,24,Male,234002,Unemployed,305,1736884,Business,2024-05-10,Rejected
LN0615,Matthew Silva,51,Female,76211,Salaried,527,827697,Business,2024-03-29,Rejected
LN0616,Patricia Rojas,45,Female,351894,Self-employed,593,1542345,Home Improvement,2025-04-08,Approved
LN0617,Erin Cook,32,Female,260147,Salaried,830,649799,Personal,2024-02-20,Approved
LN0618,Adrienne Phillips,59,Male,352536,Salaried,336,804429,Personal,2025-01-17,Rejected
LN0619,Clifford Crane,31,Male,174670,Self-employed,661,1454383,Medical,2024-05-26,Approved
LN0620,Sharon Murphy,33,Male,416361,Self-employed,392,1202579,Education,2024-02-10,Rejected
LN0621,Jennifer Kennedy,56,Female,212177,Unemployed,583,524576,Home Improvement,2023-08-23,Rejected
LN0622,Kaitlyn Hernandez,50,Female,331416,Salaried,479,903823,Home Improvement,2024-06-06,Approved
LN0623,Scott Anthony,25,Female,208240,Unemployed,825,590422,Home Improvement,2025-05-06,Rejected
LN0624,Samuel Swanson,57,Female,393956,Salaried,686,1231050,Medical,2024-03-05,Rejected
LN0625,Nicole Anderson,42,Female,387351,Salaried,328,1060764,Business,2024-02-11,Approved
LN0626,Brianna Lucas,45,Male,384897,Self-employed,623,914919,Education,2023-11-05,Approved
LN0627,William Wood,21,Female,160158,Salaried,708,1462846,Education,2023-07-20,Approved
LN0628,Andrew Anderson,32,Female,194559,Salaried,575,433326,Personal,2023-12-02,Rejected
LN0629,Charles Wright,33,Male,415576,Salaried,571,483646,Personal,2025-06-24,Approved
LN0630,Nicole Banks,36,Female,111786,Self-employed,422,1979774,Business,2025-07-10,Rejected
LN0631,Lauren Irwin,52,Male,430684,Self-employed,343,1828407,Medical,2025-05-04,Rejected
LN0632,Brittany Rice,41,Female,491891,Self-employed,581,1079293,Personal,2024-01-10,Rejected
LN0633,Samuel Mcdonald,53,Female,238603,Salaried,431,163556,Home Improvement,2024-06-24,Rejected
LN0634,Hannah Moreno,51,Male,293441,Salaried,478,1008809,Business,2024-02-29,Rejected
LN0635,Timothy Patterson,50,Female,391344,Salaried,515,845718,Home Improvement,2024-08-25,Approved
LN0636,Bailey Johns,44,Female,128121,Salaried,542,614990,Medical,2023-08-03,Rejected
LN0637,John Lewis,42,Female,126423,Salaried,515,928901,Education,2024-08-02,Rejected
LN0638,Janet Davis,46,Female,266311,Salaried,434,1257734,Personal,2024-12-01,Rejected
LN0639,Zachary Davis,38,Male,321158,Salaried,690,461174,Personal,2024-07-27,Rejected
LN0640,Jennifer Brandt,30,Female,452402,Salaried,731,1097732,Personal,2024-01-06,Rejected
LN0641,David Ramirez,54,Female,441740,Salaried,556,1228889,Home Improvement,2024-01-14,Approved
LN0642,Alyssa Fernandez,27,Male,61476,Salaried,560,1049375,Business,2024-01-14,Rejected
LN0643,Kristin Howard,42,Female,219248,Salaried,563,771714,Business,2024-02-28,Rejected
LN0644,Carol Ramirez,43,Male,332437,Salaried,478,1686426,Education,2024-01-23,Rejected
LN0645,Patricia Hunt,53,Female,436189,Self-employed,380,849163,Home Improvement,2025-04-04,Approved
LN0646,Brian Morris,30,Male,365848,Self-employed,645,934613,Home Improvement,2024-04-26,Approved
LN0647,Jennifer Johnson,25,Male,114934,Salaried,621,714541,Education,2024-11-24,Rejected
LN0648,Robert Ellis,59,Female,172212,Self-employed,671,1618450,Home Improvement,2024-11-25,Approved
LN0649,James Atkinson,49,Female,117722,Salaried,323,312227,Personal,2024-02-05,Rejected
LN0650,Andrew Rivas,26,Male,117509,Salaried,397,183782,Medical,2023-08-09,Rejected
LN0651,Yesenia Horn,22,Female,304717,Self-employed,385,267953,Education,2025-01-09,Rejected
LN0652,Kim Mccarthy,26,Female,192199,Salaried,590,979374,Personal,2024-01-08,Approved
LN0653,Xavier Edwards,31,Male,48431,Self-employed,633,1862445,Medical,2024-03-14,Approved
LN0654,Cory Herrera,55,Female,317595,Salaried,481,1289062,Home Improvement,2023-07-21,Rejected
LN0655,Raymond Harvey,57,Female,304443,Self-employed,846,699406,Education,2023-12-16,Approved
LN0656,Maria Myers DDS,35,Male,261662,Salaried,722,594854,Personal,2023-11-15,Approved
LN0657,Brandon Griffith,21,Male,210294,Salaried,847,67442,Medical,2025-04-21,Rejected
LN0658,Harry Acosta,51,Female,34788,Self-employed,599,1302007,Personal,2024-10-06,Rejected
LN0659,Lisa Estrada,56,Female,128865,Salaried,747,877855,Personal,2025-07-03,Approved
LN0660,John Jackson,45,Female,145653,Salaried,732,1361397,Personal,2023-12-02,Approved
LN0661,Edgar Wilkerson,60,Female,179252,Self-employed,844,1746194,Education,2025-02-25,Approved
LN0662,Ray Pierce,25,Male,101630,Salaried,766,1345472,Medical,2025-05-20,Approved
LN0663,Joseph Allen,60,Female,128455,Salaried,455,154085,Home Improvement,2024-04-05,Approved
LN0664,Tricia Avila,27,Female,171135,Salaried,748,1574854,Business,2024-07-12,Approved
LN0665,Denise Dodson,30,Male,288777,Salaried,730,703423,Medical,2024-08-10,Rejected
LN0666,Bonnie Nichols,50,Male,203145,Salaried,449,167520,Education,2024-07-05,Rejected
LN0667,Robert Mcintosh,25,Female,125212,Salaried,556,1763898,Medical,2024-06-24,Rejected
LN0668,Laura Clark,28,Male,231744,Self-employed,753,568336,Business,2024-10-13,Approved
LN0669,John Turner,27,Male,277896,Salaried,619,727512,Personal,2023-07-16,Approved
LN0670,Nicole Obrien,23,Male,162808,Salaried,605,466753,Education,2024-11-21,Rejected
LN0671,Pamela Bailey,34,Male,153714,Self-employed,632,81599,Personal,2024-01-13,Rejected
LN0672,Omar West,58,Male,237517,Self-employed,309,138066,Home Improvement,2024-11-28,Rejected
LN0673,Angel King Jr.,51,Male,224719,Self-employed,554,380717,Medical,2024-02-14,Approved
LN0674,Dustin Oliver,60,Female,428228,Self-employed,361,795574,Personal,2024-12-26,Rejected
LN0675,Debra Velasquez,27,Male,285770,Salaried,655,1739309,Medical,2023-10-12,Rejected
LN0676,Gary Reed,22,Female,217782,Self-employed,556,1934633,Business,2023-11-26,Rejected
LN0677,Mrs. Jasmine Kidd,49,Female,314548,Self-employed,494,1238459,Personal,2025-07-09,Rejected
LN0678,Christopher Lawrence,41,Female,174349,Self-employed,464,194444,Home Improvement,2025-02-04,Approved
LN0679,Becky Lyons,39,Female,313957,Salaried,300,1677217,Home Improvement,2024-11-15,Rejected
LN0680,Erin Bruce,32,Male,354919,Self-employed,544,722544,Business,2025-02-05,Rejected
LN0681,Kristin Tanner,55,Female,129546,Salaried,809,1655860,Home Improvement,2023-12-07,Approved
LN0682,Jessica Rangel,39,Female,244855,Self-employed,413,251864,Home Improvement,2023-07-29,Rejected
LN0683,Danielle Smith,23,Male,123658,Self-employed,506,274510,Medical,2023-12-22,Approved
LN0684,Tiffany Reed,23,Female,374940,Salaried,562,152940,Education,2024-03-23,Approved
LN0685,Sarah Chapman,25,Male,139438,Self-employed,381,1031591,Business,2024-07-19,Rejected
LN0686,Terry Kelley,47,Female,446415,Self-employed,572,1159437,Business,2024-04-14,Rejected
LN0687,Krista Conrad,40,Male,143193,Unemployed,399,262284,Personal,2024-11-22,Rejected
LN0688,David Pierce,33,Male,305876,Self-employed,483,1221098,Home Improvement,2024-08-18,Rejected
LN0689,Jose Cooper,27,Female,383628,Salaried,737,1901416,Business,2024-01-20,Approved
LN0690,Judy Davis,32,Female,294604,Salaried,461,1169670,Home Improvement,2023-09-30,Rejected
LN0691,Ricky Johnson,43,Female,318401,Unemployed,632,1821787,Education,2025-05-17,Rejected
LN0692,Brandon Yu,48,Female,348983,Salaried,519,836564,Home Improvement,2023-08-24,Rejected
LN0693,Miranda Reynolds,37,Female,267189,Salaried,706,50410,Business,2023-07-29,Rejected
LN0694,Sean King,59,Male,301376,Salaried,609,63775,Education,2024-02-03,Rejected
LN0695,Tanner Carey,34,Female,41377,Self-employed,582,1977517,Home Improvement,2025-03-22,Rejected
LN0696,Adriana Watkins,57,Male,79433,Salaried,664,377380,Personal,2023-07-30,Approved
LN0697,Benjamin Jefferson,58,Male,152156,Salaried,607,242739,Home Improvement,2024-12-06,Approved
LN0698,John Wallace,34,Male,409364,Salaried,794,412602,Medical,2025-04-15,Rejected
LN0699,Paul Mcgee,57,Male,342072,Self-employed,338,1582576,Home Improvement,2025-05-19,Rejected
LN0700,Raymond Lewis,24,Female,212415,Self-employed,744,923509,Business,2024-02-22,Rejected
LN0701,Nicholas Miles,35,Male,362339,Self-employed,691,163514,Education,2024-01-30,Approved
LN0702,Cheyenne Hahn,41,Male,201353,Salaried,526,371278,Business,2025-05-07,Rejected
LN0703,Rachel Guzman MD,46,Female,424705,Salaried,816,238917,Personal,2024-06-12,Approved
LN0704,Tammy Thornton,46,Male,99305,Salaried,787,1248397,Business,2023-07-19,Approved
LN0705,Amanda Benson,37,Male,238942,Salaried,433,1648098,Personal,2024-10-19,Rejected
LN0706,Edward Ochoa,33,Female,237260,Self-employed,500,1226853,Home Improvement,2024-01-21,Rejected
LN0707,Dana Sutton,54,Male,157042,Salaried,740,728243,Home Improvement,2024-01-02,Approved
LN0708,Zachary Olsen,47,Female,221505,Salaried,628,772521,Home Improvement,2024-08-04,Approved
LN0709,Melissa Smith,40,Male,213352,Self-employed,752,1356907,Personal,2024-06-15,Approved
LN0710,Steven Perez,35,Male,389325,Salaried,387,285660,Business,2023-10-23,Approved
LN0711,Paul Jefferson,60,Male,485476,Self-employed,594,78800,Education,2023-10-13,Rejected
LN0712,Travis Evans,28,Female,265961,Salaried,639,488324,Home Improvement,2024-10-07,Approved
LN0713,John Vaughn,55,Female,317729,Salaried,444,1507669,Business,2024-11-27,Rejected
LN0714,Amy Potts,54,Male,163932,Salaried,590,470890,Home Improvement,2025-02-10,Approved
LN0715,Jennifer Wilson,50,Male,64916,Salaried,577,1440373,Education,2025-04-05,Rejected
LN0716,Hannah Hall,22,Female,484772,Self-employed,695,534795,Medical,2025-06-27,Approved
LN0717,Tami Alexander,27,Female,284102,Self-employed,844,234592,Personal,2024-12-09,Approved
LN0718,Tony Gonzalez,50,Male,50841,Salaried,842,689479,Education,2023-09-08,Approved
LN0719,Kelly Howard,31,Male,211812,Self-employed,663,1361204,Education,2025-03-31,Approved
LN0720,Angela Stanley,53,Female,455665,Salaried,563,1892719,Medical,2024-10-17,Rejected
LN0721,Theresa Harris,22,Female,148270,Salaried,702,1427685,Personal,2023-08-02,Approved
LN0722,Heidi Wood,45,Male,248802,Salaried,456,944361,Education,2024-01-26,Rejected
LN0723,Sarah Huerta DVM,42,Female,314286,Salaried,441,1268509,Home Improvement,2024-06-14,Rejected
LN0724,Kathleen Torres,33,Male,192004,Self-employed,836,1957491,Personal,2024-07-27,Approved
LN0725,Kevin Kent,30,Male,196459,Salaried,845,1558776,Business,2024-11-13,Approved
LN0726,Amanda Roberts,30,Male,431308,Salaried,723,912457,Education,2024-06-15,Approved
LN0727,Sara Terry,38,Male,438476,Salaried,434,437441,Business,2024-06-01,Rejected
LN0728,Carlos Vasquez,60,Female,347511,Salaried,536,1300659,Personal,2023-11-12,Approved
LN0729,Chris Collins,22,Female,71668,Self-employed,788,331200,Home Improvement,2024-04-28,Rejected
LN0730,Sierra Gibson,51,Female,126456,Self-employed,803,1043729,Personal,2023-09-27,Approved
LN0731,Michael Oneal,35,Male,244218,Self-employed,315,1990778,Education,2025-04-24,Rejected
LN0732,Jon Hodge,35,Male,427293,Salaried,481,1994276,Medical,2023-11-20,Rejected
LN0733,Nathan Fernandez,52,Female,484439,Salaried,552,946649,Medical,2025-05-20,Rejected
LN0734,Jeremy Fletcher,59,Female,407592,Salaried,849,1151488,Business,2024-06-23,Approved
LN0735,Gloria Watts,49,Female,463591,Self-employed,551,1137798,Home Improvement,2024-08-07,Rejected
LN0736,Dr. Anthony Charles,23,Female,300599,Self-employed,350,448145,Education,2023-09-10,Rejected
LN0737,Sarah Oliver,40,Female,271878,Salaried,601,1335835,Business,2024-02-20,Approved
LN0738,Adam Martinez,30,Female,465103,Self-employed,392,1565500,Home Improvement,2024-11-12,Approved
LN0739,Jill Cantrell,58,Male,236080,Salaried,761,102244,Personal,2025-01-07,Approved
LN0740,Jerry Rose,33,Female,77280,Salaried,467,1556540,Business,2025-03-25,Approved
LN0741,Kristin Young,49,Female,74725,Salaried,693,1574364,Home Improvement,2024-07-02,Approved
LN0742,Laura Keller,31,Female,318539,Salaried,474,1963132,Education,2025-03-30,Rejected
LN0743,Kimberly Nunez,30,Male,485511,Salaried,352,929926,Education,2025-02-24,Rejected
LN0744,Rita Lee,49,Female,358441,Salaried,434,475410,Business,2025-06-01,Rejected
LN0745,Emma Gomez,37,Male,270460,Salaried,810,1189804,Business,2024-01-26,Approved
LN0746,Justin Leblanc,52,Male,143704,Salaried,787,1001558,Medical,2024-10-01,Approved
LN0747,Curtis Dean,59,Male,158300,Self-employed,584,1349743,Home Improvement,2024-08-03,Rejected
LN0748,Megan Harper,34,Male,126909,Salaried,657,127009,Personal,2025-01-18,Rejected
LN0749,Chad Stephens,57,Female,203597,Unemployed,350,278353,Medical,2024-06-20,Rejected
LN0750,Rebecca Graves,31,Female,350387,Self-employed,481,1004912,Home Improvement,2023-09-12,Rejected
LN0751,Keith Harris,23,Male,432921,Salaried,677,1932256,Medical,2024-03-07,Rejected
LN0752,Timothy Lee,48,Male,183528,Salaried,424,1506722,Education,2024-10-08,Rejected
LN0753,Colleen Robinson,47,Male,394815,Salaried,359,279223,Home Improvement,2023-09-23,Rejected
LN0754,Mary Briggs,54,Male,283578,Self-employed,594,945596,Home Improvement,2024-06-26,Rejected
LN0755,Zachary Blackwell,37,Female,98007,Self-employed,808,1139902,Medical,2025-04-18,Approved
LN0756,Anthony Butler,32,Male,401503,Salaried,498,53315,Business,2024-06-08,Approved
LN0757,Veronica Hancock,28,Male,449201,Self-employed,724,918307,Business,2023-07-19,Approved
LN0758,John Hays,56,Male,35923,Self-employed,588,583552,Business,2023-12-26,Rejected
LN0759,Lori Tate,53,Female,432145,Salaried,641,765887,Medical,2024-11-15,Rejected
LN0760,James Russell,60,Male,466230,Salaried,638,1798658,Education,2025-06-17,Rejected
LN0761,Kelli Barr,51,Female,447990,Salaried,439,1059769,Personal,2024-01-23,Rejected
LN0762,Suzanne Johnston,55,Female,272467,Self-employed,723,1995716,Business,2023-09-28,Rejected
LN0763,Laura Johnson,40,Female,321072,Salaried,513,1260890,Education,2024-09-09,Rejected
LN0764,Jessica Smith,43,Male,108278,Salaried,331,761254,Medical,2023-12-05,Rejected
LN0765,Joshua Delgado,31,Female,128240,Salaried,615,1529050,Education,2023-08-06,Rejected
LN0766,Melinda Mahoney,38,Female,75507,Salaried,543,829267,Medical,2023-12-11,Rejected
LN0767,Christina Lopez,40,Male,305303,Salaried,414,834787,Business,2023-10-05,Rejected
LN0768,Brittany Trevino,26,Female,295286,Salaried,794,1947829,Home Improvement,2023-08-06,Approved
LN0769,Brandon Dixon,42,Female,414010,Self-employed,617,1676411,Education,2024-01-13,Approved
LN0770,Donald Santos,27,Male,137577,Self-employed,770,862831,Home Improvement,2023-08-20,Approved
LN0771,Robert Trevino,40,Male,390213,Self-employed,389,748959,Medical,2024-06-29,Rejected
LN0772,Angela Luna,27,Female,41786,Salaried,619,1389767,Personal,2024-06-13,Approved
LN0773,Mr. Bradley Holmes,33,Female,175044,Salaried,751,1457449,Business,2023-12-02,Approved
LN0774,Rhonda Wilson,31,Female,90010,Salaried,826,264696,Personal,2024-11-12,Approved
LN0775,Damon Anderson,56,Female,172109,Salaried,590,1253939,Personal,2024-10-27,Approved
LN0776,Rachel Baker,40,Female,313418,Salaried,433,110802,Medical,2025-03-15,Rejected
LN0777,Barbara Padilla,24,Male,231116,Salaried,736,871909,Personal,2023-10-30,Rejected
LN0778,Daniel Hodges,58,Female,353126,Salaried,640,1764300,Personal,2024-11-27,Rejected
LN0779,Natalie Crawford,55,Male,426226,Self-employed,434,244859,Medical,2024-05-15,Approved
LN0780,Eileen King,40,Female,276701,Salaried,529,351406,Home Improvement,2025-01-07,Approved
LN0781,James Carlson,44,Female,126129,Self-employed,638,1704188,Education,2023-10-20,Approved
LN0782,Hannah Jarvis,22,Male,279212,Salaried,790,1017293,Personal,2023-09-25,Approved
LN0783,Scott Drake,43,Male,296311,Salaried,409,733398,Home Improvement,2024-08-31,Rejected
LN0784,Matthew Bryant,40,Female,240143,Salaried,544,1352068,Personal,2024-07-13,Rejected
LN0785,Laura Huerta,51,Female,64634,Salaried,741,1694825,Medical,2024-09-22,Approved
LN0786,Gail Smith,42,Male,120746,Self-employed,379,1600565,Home Improvement,2024-10-07,Rejected
LN0787,Noah Herman,28,Female,200591,Salaried,755,419463,Education,2024-09-19,Rejected
LN0788,Kristina Smith,25,Male,389403,Self-employed,688,736624,Medical,2023-11-20,Approved
LN0789,Brittany Taylor,24,Male,144091,Self-employed,300,1637707,Personal,2023-07-26,Rejected
LN0790,Kimberly Perez,49,Female,234463,Self-employed,757,460342,Personal,2024-04-11,Approved
LN0791,Jason Carlson,41,Female,328989,Self-employed,611,1976237,Medical,2024-06-14,Rejected
LN0792,Kristin Gordon,43,Male,335516,Salaried,822,897663,Personal,2023-12-17,Rejected
LN0793,Corey Ballard,24,Female,317773,Unemployed,300,1525040,Home Improvement,2024-04-06,Rejected
LN0794,Stephanie Neal,43,Male,481541,Salaried,331,543336,Medical,2023-12-01,Rejected
LN0795,Robert Weaver,46,Female,403174,Salaried,690,962659,Home Improvement,2024-11-22,Approved
LN0796,Deborah Thomas,32,Female,102912,Salaried,693,1818586,Education,2023-09-20,Rejected
LN0797,Sean Hart,30,Female,487564,Self-employed,437,74332,Business,2023-12-24,Rejected
LN0798,Brittany Campbell,30,Female,374943,Salaried,439,227552,Personal,2025-07-09,Rejected
LN0799,Benjamin Phillips,47,Female,498494,Self-employed,735,1357046,Personal,2024-02-11,Approved
LN0800,Samuel Oliver,48,Female,231701,Salaried,490,940811,Home Improvement,2025-03-07,Approved
LN0801,Toni Johnson,52,Male,403361,Salaried,720,1993146,Home Improvement,2025-03-04,Approved
LN0802,Tanya Benitez,23,Male,327874,Salaried,677,287322,Home Improvement,2024-08-04,Approved
LN0803,Matthew Harrington,26,Male,412827,Self-employed,586,1025042,Home Improvement,2024-04-29,Approved
LN0804,Angela Frazier,60,Male,158571,Salaried,379,1484607,Home Improvement,2023-08-30,Rejected
LN0805,Douglas Reyes,40,Male,210117,Salaried,311,1033289,Medical,2024-02-21,Rejected
LN0806,David Gomez,51,Female,250733,Salaried,601,656514,Personal,2025-01-02,Approved
LN0807,Linda Cummings,59,Female,411142,Self-employed,566,178802,Medical,2024-05-19,Rejected
LN0808,Allison Cummings,57,Male,374100,Unemployed,327,651496,Medical,2024-03-21,Approved
LN0809,Lori Moran,53,Male,476402,Self-employed,558,327953,Home Improvement,2024-06-26,Approved
LN0810,Yolanda Cross,37,Male,418722,Salaried,478,1958684,Home Improvement,2023-08-28,Rejected
LN0811,Lynn Taylor,49,Female,453541,Salaried,541,1066947,Personal,2023-08-30,Rejected
LN0812,Roberto Owen,23,Female,74250,Unemployed,457,1806604,Medical,2024-04-12,Rejected
LN0813,Lauren Daniel,47,Female,154752,Self-employed,471,492198,Home Improvement,2023-08-12,Rejected
LN0814,Samantha Flores,43,Male,366729,Salaried,418,160149,Personal,2023-12-21,Rejected
LN0815,Andrea Santana,51,Female,279700,Self-employed,845,540023,Medical,2024-11-01,Approved
LN0816,Christopher Hatfield,45,Female,167691,Salaried,745,74878,Education,2024-03-23,Rejected
LN0817,Dawn James,49,Female,385725,Salaried,842,1482095,Business,2025-05-31,Approved
LN0818,William Graves,55,Female,472624,Salaried,579,752477,Education,2025-05-14,Approved
LN0819,Julia Davis,27,Female,373064,Salaried,772,1671415,Personal,2024-05-28,Rejected
LN0820,Aaron Greer,58,Male,302604,Salaried,484,706974,Home Improvement,2023-12-22,Approved
LN0821,Ryan Robbins,21,Male,36271,Salaried,837,267909,Medical,2024-07-28,Approved
LN0822,Robert Thomas,39,Female,131229,Salaried,394,169290,Home Improvement,2023-12-31,Rejected
LN0823,Sarah Gaines,34,Male,401235,Unemployed,388,1846086,Home Improvement,2025-06-06,Approved
LN0824,Justin Snyder,57,Male,499762,Salaried,488,581283,Education,2023-10-20,Rejected
LN0825,Kelsey Lawson,25,Female,174904,Self-employed,631,589673,Personal,2024-04-26,Rejected
LN0826,Michael Washington,38,Male,230696,Salaried,361,591565,Education,2025-05-15,Approved
LN0827,Anne Gonzalez,25,Female,135208,Self-employed,482,1403676,Medical,2023-11-04,Approved
LN0828,Ms. Amy Lara,55,Female,144497,Self-employed,408,1963880,Medical,2024-05-07,Rejected
LN0829,Jordan Larsen,27,Male,68230,Salaried,556,1679984,Medical,2023-09-27,Approved
LN0830,Brandon Griffith,52,Male,372289,Self-employed,338,1443779,Medical,2024-04-06,Approved
LN0831,Timothy Rodriguez,42,Female,331276,Salaried,802,1052731,Medical,2024-07-30,Approved
LN0832,Todd Flores,25,Male,31734,Salaried,793,304182,Home Improvement,2025-06-01,Approved
LN0833,Devon Jones,43,Female,387478,Salaried,356,1375971,Business,2024-05-06,Rejected
LN0834,Samantha Lewis,42,Male,471021,Salaried,596,1408519,Personal,2024-09-25,Approved
LN0835,Jeff Morgan,23,Female,376414,Salaried,699,1930014,Business,2023-12-19,Approved
LN0836,Richard Kennedy,43,Female,74492,Self-employed,748,1592086,Personal,2023-08-20,Approved
LN0837,Raymond Davis,33,Male,407350,Unemployed,544,1075995,Medical,2024-05-25,Approved
LN0838,Sara Rodriguez,55,Female,291978,Salaried,760,84431,Business,2024-08-28,Approved
LN0839,Joseph Lopez,42,Male,242602,Salaried,835,1011272,Home Improvement,2024-03-03,Approved
LN0840,Jacob Moore,58,Male,67766,Salaried,444,1075286,Business,2024-10-20,Rejected
LN0841,Andrea Wiggins,60,Male,157235,Self-employed,433,80126,Personal,2025-06-30,Rejected
LN0842,Helen Oliver,40,Male,269172,Self-employed,365,1765051,Business,2024-04-25,Approved
LN0843,Sarah Pruitt,59,Male,63087,Self-employed,736,757459,Medical,2025-05-01,Approved
LN0844,Stephanie Graham,57,Male,198605,Self-employed,518,1652702,Business,2025-05-29,Rejected
LN0845,Tommy Williams,42,Male,93305,Salaried,725,402428,Education,2024-04-05,Approved
LN0846,Tiffany Jackson,49,Male,335128,Salaried,402,1708956,Home Improvement,2025-03-27,Rejected
LN0847,Aaron Taylor,31,Male,491177,Salaried,306,65149,Personal,2024-04-07,Rejected
LN0848,Zoe Jennings,58,Female,248220,Self-employed,787,1501980,Personal,2023-12-29,Approved
LN0849,Daniel Griffith,38,Female,246023,Salaried,478,1330390,Business,2024-02-27,Rejected
LN0850,Todd Wheeler,52,Male,358829,Self-employed,608,779501,Medical,2024-02-14,Approved
LN0851,Dr. Casey Griffin,36,Male,91607,Unemployed,397,1347971,Education,2023-12-03,Rejected
LN0852,Monica Riley,55,Male,273382,Self-employed,513,629708,Business,2023-11-01,Approved
LN0853,John Butler,30,Female,290841,Salaried,344,163304,Education,2024-08-19,Approved
LN0854,Mr. Anthony Nunez DVM,48,Female,205266,Self-employed,764,140843,Business,2025-04-08,Rejected
LN0855,Michael Ramos,55,Male,112861,Self-employed,796,1129831,Business,2023-10-14,Approved
LN0856,Rebecca Smith,36,Female,340748,Salaried,729,466811,Education,2023-12-01,Approved
LN0857,Christian White,28,Female,149423,Salaried,722,1874283,Personal,2024-07-03,Approved
LN0858,Arthur Beck,35,Male,276934,Salaried,355,1917490,Medical,2025-01-26,Approved
LN0859,David Sandoval,60,Female,123355,Salaried,439,1009950,Personal,2025-02-01,Rejected
LN0860,Lori Peterson,38,Male,206103,Salaried,361,638469,Personal,2024-10-26,Approved
LN0861,Travis Oliver,50,Female,249269,Salaried,651,511066,Education,2024-01-24,Approved
LN0862,Logan Herrera,60,Male,333102,Unemployed,535,231349,Medical,2024-03-09,Rejected
LN0863,Donna Johnson,52,Male,340158,Salaried,773,635463,Business,2025-06-18,Rejected
LN0864,Eric Hubbard,36,Male,201597,Salaried,527,1920287,Home Improvement,2025-01-24,Rejected
LN0865,Robert Campbell,57,Male,249032,Unemployed,341,1037030,Home Improvement,2024-02-05,Approved
LN0866,Paul Mcneil,54,Female,281275,Self-employed,400,998838,Medical,2025-03-25,Approved
LN0867,Carl Kidd,56,Male,393415,Self-employed,523,328317,Education,2024-12-22,Approved
